0.000000e+00	1.440430e-02
1.000200e-04	3.120687e-01
2.000400e-04	1.363362e-01
3.000600e-04	4.297127e-02
4.000800e-04	3.864508e-01
5.001000e-04	3.421050e-01
6.001200e-04	4.375805e-01
7.001400e-04	5.962479e-01
8.001600e-04	5.324796e-01
9.001800e-04	3.824092e-01
1.000200e-03	4.950945e-01
1.100220e-03	3.259117e-01
1.200240e-03	4.363168e-01
1.300260e-03	3.569719e-01
1.400280e-03	3.536732e-01
1.500300e-03	1.683219e-01
1.600320e-03	2.155617e-01
1.700340e-03	3.519714e-01
1.800360e-03	-3.473863e-02
1.900380e-03	9.829981e-02
2.000400e-03	-9.842260e-02
2.100420e-03	-1.276887e-02
2.200440e-03	-9.915548e-02
2.300460e-03	2.014824e-02
2.400480e-03	1.005422e-02
2.500500e-03	1.676517e-02
2.600520e-03	-7.205688e-02
2.700540e-03	2.084576e-01
2.800560e-03	1.163717e-01
2.900580e-03	8.347085e-02
3.000600e-03	3.613886e-01
3.100620e-03	2.320555e-01
3.200640e-03	1.683286e-01
3.300660e-03	2.393666e-01
3.400680e-03	2.052607e-01
3.500700e-03	3.124706e-02
3.600720e-03	-5.605751e-02
3.700740e-03	2.025772e-01
3.800760e-03	2.323280e-02
3.900780e-03	1.072378e-01
4.000800e-03	-7.680891e-02
4.100820e-03	-2.542653e-01
4.200840e-03	-1.880103e-03
4.300860e-03	1.083884e-02
4.400880e-03	-6.239472e-02
4.500900e-03	1.223919e-01
4.600920e-03	2.056934e-01
4.700940e-03	1.880164e-02
4.800960e-03	1.100411e-01
4.900980e-03	2.631932e-01
5.001000e-03	2.382045e-01
5.101020e-03	2.730934e-01
5.201040e-03	3.971285e-01
5.301060e-03	2.129229e-01
5.401080e-03	3.281166e-01
5.501100e-03	2.034843e-01
5.601120e-03	1.392355e-01
5.701140e-03	2.324140e-01
5.801160e-03	2.424102e-01
5.901180e-03	4.568181e-02
6.001200e-03	-1.460987e-01
6.101220e-03	-3.193928e-02
6.201240e-03	-1.287228e-01
6.301260e-03	-2.680503e-01
6.401280e-03	-3.065583e-01
6.501300e-03	-5.290346e-01
6.601320e-03	-4.608413e-01
6.701340e-03	-5.644000e-01
6.801360e-03	-3.475917e-01
6.901380e-03	-5.299281e-01
7.001400e-03	-4.937549e-01
7.101420e-03	-7.978559e-01
7.201440e-03	-5.728935e-01
7.301460e-03	-5.351304e-01
7.401480e-03	-4.161669e-01
7.501500e-03	-4.210102e-01
7.601520e-03	-2.022726e-01
7.701540e-03	-2.938196e-01
7.801560e-03	2.421946e-02
7.901580e-03	-9.028209e-02
8.001600e-03	3.340338e-02
8.101620e-03	2.354808e-03
8.201640e-03	7.118887e-02
8.301660e-03	2.510634e-01
8.401680e-03	2.380211e-01
8.501700e-03	1.390956e-01
8.601720e-03	1.565650e-01
8.701740e-03	3.094536e-01
8.801760e-03	7.632924e-02
8.901780e-03	-4.901948e-02
9.001800e-03	4.978302e-02
9.101820e-03	-2.632324e-01
9.201840e-03	-8.911983e-02
9.301860e-03	8.824166e-02
9.401880e-03	2.173809e-03
9.501900e-03	-3.415029e-01
9.601920e-03	-9.208986e-02
9.701940e-03	-1.566328e-01
9.801960e-03	-1.482218e-01
9.901980e-03	-1.036111e-01
1.000200e-02	-6.126690e-02
1.010202e-02	2.679557e-02
1.020204e-02	1.963023e-01
1.030206e-02	4.284535e-03
1.040208e-02	1.735794e-01
1.050210e-02	7.702086e-02
1.060212e-02	3.398907e-02
1.070214e-02	1.311071e-01
1.080216e-02	1.172148e-02
1.090218e-02	1.368375e-01
1.100220e-02	-5.384151e-02
1.110222e-02	8.426335e-03
1.120224e-02	5.011414e-02
1.130226e-02	-2.014451e-02
1.140228e-02	3.308322e-02
